group;name_item;href_name;price;street;region;seller;group2
1-komnatnye;1-к. квартира, 50 м², 5/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_50m_59et._3003923270;4000000.0;ул. Куликова, 79к1;р-н Кировский;None;vtorichka
1-komnatnye;1-к. квартира, 45 м², 9/11 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_45m_911et._2907320248;4150000.0;Боевая ул., 126к2;р-н Советский;None;vtorichka
1-komnatnye;1-к. квартира, 31,5 м², 3/5 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_315m_35et._2980246934;2550000.0;ул. Ботвина, 28;р-н Ленинский;None;vtorichka
1-komnatnye;1-к. квартира, 45,7 м², 4/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_457m_49et._3035019371;3500000.0;ул. Валерии Барсовой, 15к2;р-н Кировский;Консалтинговое агентство «ВИА»;vtorichka
1-komnatnye;1-к. квартира, 30,3 м², 1/5 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_303m_15et._3298563743;2999999.0;Волжская ул., 49;р-н Советский;Delta Home;vtorichka
1-komnatnye;1-к. квартира, 22 м², 1/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_22m_19et._3021375864;2000000.0;ул. Валерии Барсовой, 12к2;р-н Кировский;None;vtorichka
1-komnatnye;1-к. квартира, 44 м², 2/2 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_44m_22et._2523220442;780000.0;ул. Свердлова, 62;р-н Кировский;"""Эталон"" Агентство Недвижимости";vtorichka
1-komnatnye;1-к. квартира, 47,5 м², 9/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_475m_99et._3086220700;3600000.0;ул. Куликова, 42к2;р-н Кировский;Самолет Плюс Астрахань;vtorichka
1-komnatnye;1-к. квартира, 31 м², 4/5 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_31m_45et._2129970854;1550000.0;Ленинградский пер., 74;р-н Трусовский;None;vtorichka
1-komnatnye;1-к. квартира, 43,7 м², 8/9 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_437m_89et._2998289498;3750000.0;ул. Куликова, 85к2;р-н Кировский;None;vtorichka
1-komnatnye;1-к. квартира, 32,4 м², 2/5 эт. в Астрахани;https://www.avito.ru/astrahan/kvartiry/1-k._kvartira_324m_25et._2932883280;2300000.0;6-й микрорайон;р-н Трусовский;"АН ""Мегаполис-Сервис""- Астрахань";vtorichka
