Unnamed: 0,count_index,pars_day,first_name,name_W,name_W_manufact,item_name,name_manufact,item_price,Manufacturer,Manufacturer_common,count_pars,chain_pharm,base_index,chain_index
1641,1642_2023-06-01,2023-06-01,Агри,Агри детский таблетки №40,Агри детский таблетки №40_Материа Медика,Агри детский таб N40 (МатериаМедика),Агри детский таб N40 _Материа Медика,119.0,Материа Медика,Материа Медика,2,soc,0,1.0
1050,1051_2023-06-01,2023-06-01,АджиКолд,АджиКолд Хотмикс апельсин пак №5,АджиКолд Хотмикс апельсин пак №5_Аджио,АджиКолд Хотмикс апельсин пак N5 (Аджио),АджиКолд Хотмикс апельсин пак N5 _Аджио,199.0,Аджио Фармацевтикалз Лтд,Аджио,2,soc,0,1.0473684210526315
1527,1528_2023-06-01,2023-06-01,Адиарин,Адиарин регидро саше №10,Адиарин регидро саше №10_Ядран Галенски,Адиарин регидро саше N10 (Ядран),Адиарин регидро саше N10 _Ядран Галенски,383.0,Ядран,Ядран Галенски,2,soc,0,1.0159151193633953
1526,1527_2023-06-01,2023-06-01,Адисорд,Адисорд капс.200мг №20,Адисорд капс.200мг №20_Канонфарма,Адисорд капс 200мг N20 (Канонфарма),Адисорд капс 200мг N20 _Канонфарма,329.0,Канонфарма,Канонфарма,2,soc,0,1.0
325,326_2023-06-01,2023-06-01,Адреналина,"Адреналина г/хл амп 0,1% 1мл №5","Адреналина г/хл амп 0,1% 1мл №5_Московский эндокринный","Адреналина г/хл амп 0,1% 1мл N5 (Москов ЭЗ)","Адреналина г/хл амп 0,1% 1мл N5 _Московский эндокринный",71.0,Московский эндокринный завод,Московский эндокринный,2,soc,0,1.0
1704,1705_2023-06-01,2023-06-01,Аира,Аира корневища 50г,Аира корневища 50г_Роза-Фитофарм,Аира корневища 50г (Фитофарм),Аира корневища 50г _Роза-Фитофарм,37.0,Фитофарм,Роза-Фитофарм,2,soc,0,1.0
1710,1711_2023-06-01,2023-06-01,Аира,Аира корневища 75г,Аира корневища 75г_Красногорсклексредства,Аира корневища 75г (Европлант),Аира корневища 75г _Красногорсклексредства,81.0,Красногорсклексредства,Красногорсклексредства,2,soc,0,1.0
856,857_2023-06-01,2023-06-01,Аква-Марис,Аква-Марис Экстрасильный спрей 150мл,Аква-Марис Экстрасильный спрей 150мл_Ядран Галенски,Аква-Марис Экстрасильный спрей 150мл (Ядран),Аква-Марис Экстрасильный спрей 150мл _Ядран Галенски,417.0,"JADRAN-GALENSKI LABORATORIJ d.d., ЯДРАН ООО",Ядран Галенски,2,soc,0,1.0024038461538463
859,860_2023-06-01,2023-06-01,Аквалор,Аквалор Актив форте мини 50мл,Аквалор Актив форте мини 50мл_None,Аквалор Актив форте мини 50мл (Нижфарм),Аквалор Актив форте мини 50мл _None,331.0,,,2,soc,0,1.0
858,859_2023-06-01,2023-06-01,Аквалор,Аквалор Актив форте ср-во 150мл,Аквалор Актив форте ср-во 150мл_None,Аквалор Актив форте ср-во 150мл (Нижфарм),Аквалор Актив форте ср-во 150мл _None,448.0,,,2,soc,0,1.051643192488263
1259,1260_2023-06-01,2023-06-01,Аленталь,"Аленталь крем 1,5% 50г","Аленталь крем 1,5% 50г_Вертекс","Аленталь крем 1,5% 50г (Вертекс)","Аленталь крем 1,5% 50г _Вертекс",342.0,Вертекс,Вертекс,2,soc,0,1.0961538461538463
950,951_2023-06-01,2023-06-01,Аленталь,Аленталь таблетки 100мг №20,Аленталь таблетки 100мг №20_Вертекс,Аленталь таб п/пл/о 100мг N20 (Вертекс),Аленталь таб п/пл/о 100мг N20 _Вертекс,425.0,Вертекс,Вертекс,2,soc,0,1.054590570719603
