Unnamed: 0,count_index,pars_day,first_name,name_W,name_W_manufact,item_name,name_manufact,item_price,Manufacturer,Manufacturer_common,count_pars,chain_pharm,base_index,chain_index
905,906_2023-07-03,2023-07-03,Авиамарин,Авиамарин таблетки 50мг №10,Авиамарин таблетки 50мг №10_Оболенское,Авиамарин таб. 50мг №10,Авиамарин таб. 50мг №10_Оболенское,209.0,Оболенское ФП АО,Оболенское,3,zdor,0,1.0885416666666667
237,238_2023-07-03,2023-07-03,Адонис-бром,Адонис-бром таблетки   №20,Адонис-бром таблетки   №20_Вифитех,Адонис-бром таб. п.о №20,Адонис-бром таб. п.о №20_Вифитех,184.0,Вифитех ЗАО,Вифитех,3,zdor,0,1.0
238,239_2023-07-03,2023-07-03,Адреналин,Адреналин р-р д/ин. 1мг/мл 1мл №5,Адреналин р-р д/ин. 1мг/мл 1мл №5_None,Адреналин р-р д/ин. 1мг/мл 1мл №5,Адреналин р-р д/ин. 1мг/мл 1мл №5_None,76.0,,,3,zdor,0,0.9382716049382716
1359,1360_2023-07-03,2023-07-03,Адреналин-СОЛОфарм,Адреналин-СОЛОфарм р-р д/ин. 1мг/мл 1мл №5,Адреналин-СОЛОфарм р-р д/ин. 1мг/мл 1мл №5_Гротекс,Адреналин-СОЛОфарм р-р д/ин. 1мг/мл 1мл №5,Адреналин-СОЛОфарм р-р д/ин. 1мг/мл 1мл №5_Гротекс,65.0,Гротекс ООО,Гротекс,3,zdor,0,0.9848484848484849
569,570_2023-07-03,2023-07-03,Акриол,Акриол про крем 5г №1,Акриол про крем 5г №1_Акрихин,Акриол про крем 5г №1,Акриол про крем 5г №1_Акрихин,293.0,Акрихин ХФК ОАО,Акрихин,3,zdor,0,1.0034246575342465
59,60_2023-07-03,2023-07-03,Актовегин,Актовегин р-р д/ин. 40мг/мл 10мл №5,Актовегин р-р д/ин. 40мг/мл 10мл №5_Такеда,Актовегин р-р д/ин. 40мг/мл 10мл №5,Актовегин р-р д/ин. 40мг/мл 10мл №5_Такеда,1.0,Такеда Фармасьютикалс ООО,Такеда,3,zdor,0,1.0
58,59_2023-07-03,2023-07-03,Актовегин,Актовегин р-р д/ин. 40мг/мл 2мл №25,Актовегин р-р д/ин. 40мг/мл 2мл №25_Такеда,Актовегин р-р д/ин. 40мг/мл 2мл №25,Актовегин р-р д/ин. 40мг/мл 2мл №25_Такеда,1.0,Такеда Фармасьютикалс ООО,Такеда,3,zdor,0,1.0
1375,1376_2023-07-03,2023-07-03,Актовегин,Актовегин таблетки   200мг №50,Актовегин таблетки   200мг №50_Такеда,Актовегин таб. п.о 200мг №50,Актовегин таб. п.о 200мг №50_Такеда,1.0,Такеда Фармасьютикалс ООО/Такеда ГмбХ,Такеда,3,zdor,0,1.0
595,596_2023-07-03,2023-07-03,Алка-Зельтцер,Алка-Зельтцер таблетки шип. №10,Алка-Зельтцер таблетки шип. №10_Байер,Алка-Зельтцер таб. шип. №10,Алка-Зельтцер таб. шип. №10_Байер,558.0,Байер Биттерфельд ГмбХ,Байер,3,zdor,0,1.0145454545454546
347,348_2023-07-03,2023-07-03,Аллапинин,Аллапинин таблетки 25мг №30,Аллапинин таблетки 25мг №30_ВИЛАР,Аллапинин таб. 25мг №30,Аллапинин таб. 25мг №30_ВИЛАР,661.0,Фармцентр ВИЛАР ЗАО/АО,ВИЛАР,3,zdor,0,1.0
916,917_2023-07-03,2023-07-03,Аллохол,Аллохол Реневал таблетки №50,Аллохол Реневал таблетки №50_Обновление,Аллохол Реневал таб. п.п.о. №50,Аллохол Реневал таб. п.п.о. №50_Обновление,130.0,Обновление ПФК АО,Обновление,3,zdor,0,1.0077519379844961
1123,1124_2023-07-03,2023-07-03,Аллохол,Аллохол таблетки   №10,Аллохол таблетки   №10_Вифитех,Аллохол таб. п.о №10,Аллохол таб. п.о №10_Вифитех,19.0,Вифитех ЗАО,Вифитех,3,zdor,0,1.0
1059,1060_2023-07-03,2023-07-03,Аллохол,Аллохол таблетки   №50,Аллохол таблетки   №50_Вифитех,Аллохол таб. п.о №50,Аллохол таб. п.о №50_Вифитех,84.0,Вифитех ЗАО,Вифитех,3,zdor,0,1.037037037037037
1119,1120_2023-07-03,2023-07-03,Аллохол,Аллохол таблетки №50,Аллохол таблетки №50_Фармстандарт,Аллохол таб. п.п.о. №50,Аллохол таб. п.п.о. №50_Фармстандарт,81.0,Фармстандарт-Томскхимфарм ОАО,Фармстандарт,3,zdor,0,1.051948051948052
1109,1110_2023-07-03,2023-07-03,Аллохол-УБФ,Аллохол-УБФ таблетки   №24,Аллохол-УБФ таблетки   №24_Уралбиофарм,Аллохол-УБФ таб. п.о №24,Аллохол-УБФ таб. п.о №24_Уралбиофарм,55.0,Уралбиофарм ОАО,Уралбиофарм,3,zdor,0,1.0
739,740_2023-07-03,2023-07-03,Алмагель,Алмагель А сусп. 10мл №10,Алмагель А сусп. 10мл №10_Балканфарма,Алмагель А сусп. 10мл №10,Алмагель А сусп. 10мл №10_Балканфарма,395.0,Балканфарма - Троян АД,Балканфарма,3,zdor,0,1.0128205128205128
963,964_2023-07-03,2023-07-03,Алмагель,Алмагель А сусп. 170мл №1,Алмагель А сусп. 170мл №1_Балканфарма,Алмагель А сусп. 170мл №1,Алмагель А сусп. 170мл №1_Балканфарма,411.0,Балканфарма - Троян АД,Балканфарма,3,zdor,0,1.0148148148148148
836,837_2023-07-03,2023-07-03,Алмагель,Алмагель Нео сусп. 10мл №10,Алмагель Нео сусп. 10мл №10_Балканфарма,Алмагель Нео сусп. 10мл №10,Алмагель Нео сусп. 10мл №10_Балканфарма,354.0,Балканфарма АО,Балканфарма,3,zdor,0,1.0028328611898016
879,880_2023-07-03,2023-07-03,Алмагель,Алмагель Нео сусп. 170мл №1,Алмагель Нео сусп. 170мл №1_Балканфарма,Алмагель Нео сусп. 170мл №1,Алмагель Нео сусп. 170мл №1_Балканфарма,376.0,Балканфарма - Троян АД,Балканфарма,3,zdor,0,1.0080428954423593
719,720_2023-07-03,2023-07-03,Алмагель,Алмагель сусп. 10мл №10,Алмагель сусп. 10мл №10_Балканфарма,Алмагель сусп. 10мл №10,Алмагель сусп. 10мл №10_Балканфарма,331.0,Балканфарма - Троян АД,Балканфарма,3,zdor,0,1.006079027355623
720,721_2023-07-03,2023-07-03,Алмагель,Алмагель сусп. 170мл №1,Алмагель сусп. 170мл №1_Балканфарма,Алмагель сусп. 170мл №1,Алмагель сусп. 170мл №1_Балканфарма,347.0,Балканфарма - Троян АД,Балканфарма,3,zdor,0,1.0057971014492753
275,276_2023-07-03,2023-07-03,Альбарел,Альбарел таблетки 1мг №30,Альбарел таблетки 1мг №30_Эгис,Альбарел таб. 1мг №30,Альбарел таб. 1мг №30_Эгис,1.0,Эгис ФЗ ЗАО/пр.Сервье Лаборатории,Эгис,3,zdor,0,1.0
901,902_2023-07-03,2023-07-03,Альфазокс,Альфазокс р-р внутр 10мл №20,Альфазокс р-р внутр 10мл №20_Афарм,Альфазокс р-р внутр 10мл №20,Альфазокс р-р внутр 10мл №20_Афарм,1.0,Афарм С.р.Л.,Афарм,3,zdor,0,1.0
608,609_2023-07-03,2023-07-03,Амигренин,Амигренин таблетки 100мг №2,Амигренин таблетки 100мг №2_Верофарм,Амигренин таб. п.п.о. 100мг №2,Амигренин таб. п.п.о. 100мг №2_Верофарм,483.0,Верофарм ООО,Верофарм,3,zdor,0,0.9958762886597938
590,591_2023-07-03,2023-07-03,Амигренин,Амигренин таблетки 100мг №6,Амигренин таблетки 100мг №6_Верофарм,Амигренин таб. п.п.о. 100мг №6,Амигренин таб. п.п.о. 100мг №6_Верофарм,999.0,Верофарм ООО,Верофарм,3,zdor,0,999.0
592,593_2023-07-03,2023-07-03,Амигренин,Амигренин таблетки 50мг №2,Амигренин таблетки 50мг №2_Верофарм,Амигренин таб. п.п.о. 50мг №2,Амигренин таб. п.п.о. 50мг №2_Верофарм,317.0,Верофарм ООО,Верофарм,3,zdor,0,1.016025641025641
591,592_2023-07-03,2023-07-03,Амигренин,Амигренин таблетки 50мг №6,Амигренин таблетки 50мг №6_Верофарм,Амигренин таб. п.п.о. 50мг №6,Амигренин таб. п.п.о. 50мг №6_Верофарм,640.0,Верофарм ООО,Верофарм,3,zdor,0,0.9876543209876543
1167,1168_2023-07-03,2023-07-03,Аминалон,Аминалон таблетки   250мг №100,Аминалон таблетки   250мг №100_Борисовский,Аминалон таб. п.о 250мг №100,Аминалон таб. п.о 250мг №100_Борисовский,218.0,Борисовский ЗМП ОАО,Борисовский,3,zdor,0,1.0
1403,1404_2023-07-03,2023-07-03,Аминалон,Аминалон таблетки   250мг №50,Аминалон таблетки   250мг №50_Борисовский,Аминалон таб. п.о 250мг №50,Аминалон таб. п.о 250мг №50_Борисовский,132.0,Борисовский ЗМП ОАО,Борисовский,3,zdor,0,0.9924812030075187
235,236_2023-07-03,2023-07-03,Аминалон,Аминалон таблетки 250мг №100,Аминалон таблетки 250мг №100_Органика,Аминалон таб. п.п.о. 250мг №100,Аминалон таб. п.п.о. 250мг №100_Органика,304.0,Органика АО,Органика,3,zdor,0,1.0
1168,1169_2023-07-03,2023-07-03,Амиодарон,Амиодарон таблетки 200мг №30,Амиодарон таблетки 200мг №30_АВВА,Амиодарон таб. 200мг №30,Амиодарон таб. 200мг №30_АВВА,209.0,АВВА РУС АО,АВВА,3,zdor,0,1.0
392,393_2023-07-03,2023-07-03,Амлодипин,Амлодипин таблетки 10мг №90,Амлодипин таблетки 10мг №90_Канонфарма,Амлодипин таб. 10мг №90,Амлодипин таб. 10мг №90_Канонфарма,205.0,Канонфарма продакшн ЗАО,Канонфарма,3,zdor,0,1.0
72,73_2023-07-03,2023-07-03,Амлодипин,Амлодипин таблетки 5мг №60,Амлодипин таблетки 5мг №60_Канонфарма,Амлодипин таб. 5мг №60,Амлодипин таб. 5мг №60_Канонфарма,114.0,Канонфарма продакшн ЗАО,Канонфарма,3,zdor,0,1.0
393,394_2023-07-03,2023-07-03,Амлодипин,Амлодипин таблетки 5мг №90,Амлодипин таблетки 5мг №90_Канонфарма,Амлодипин таб. 5мг №90,Амлодипин таб. 5мг №90_Канонфарма,159.0,Канонфарма продакшн ЗАО,Канонфарма,3,zdor,0,1.0
234,235_2023-07-03,2023-07-03,Амлодипин-Алси,Амлодипин-Алси таблетки 10мг №30,Амлодипин-Алси таблетки 10мг №30_АЛСИ Фарма,Амлодипин-Алси таб. 10мг №30,Амлодипин-Алси таб. 10мг №30_АЛСИ Фарма,71.0,АЛСИ Фарма ЗАО,АЛСИ Фарма,3,zdor,0,0.9861111111111112
232,233_2023-07-03,2023-07-03,Амлодипин-Алси,Амлодипин-Алси таблетки 5мг №30,Амлодипин-Алси таблетки 5мг №30_АЛСИ Фарма,Амлодипин-Алси таб. 5мг №30,Амлодипин-Алси таб. 5мг №30_АЛСИ Фарма,47.0,АЛСИ Фарма АО,АЛСИ Фарма,3,zdor,0,1.0
1422,1423_2023-07-03,2023-07-03,Амлодипин-Боримед,Амлодипин-Боримед таблетки 10мг №30,Амлодипин-Боримед таблетки 10мг №30_Борисовский,Амлодипин-Боримед таб. 10мг №30,Амлодипин-Боримед таб. 10мг №30_Борисовский,49.0,Борисовский ЗМП ОАО,Борисовский,3,zdor,0,1.0
