Unnamed: 0,count_index,pars_day,first_name,name_W,name_W_manufact,item_name,name_manufact,item_price,Manufacturer,Manufacturer_common,count_pars,chain_pharm,base_index,chain_index
1325,1520_2023-06-27,2023-06-27,АЦЦ,АЦЦ лонг таблетки шипучие 600мг №20,АЦЦ лонг таблетки шипучие 600мг №20_Салютас,АЦЦ лонг таблетки шипучие 600мг №20,АЦЦ лонг таблетки шипучие 600мг №20_Салютас,490.0,Hexal/Salutas Pharma/ Гексал/ Салютас,Салютас,3,apr,0,1.0020449897750512
749,830_2023-06-27,2023-06-27,Адеметионин,Адеметионин 400мг таблетки №15,Адеметионин 400мг таблетки №15_Мирролла,Адеметионин 400мг таблетки №15,Адеметионин 400мг таблетки №15_Мирролла,728.0,"ООО ""Мирролла""",Мирролла,3,apr,0,1.2173913043478262
395,468_2023-06-27,2023-06-27,Адеметионин,Адеметионин 400мг таблетки №30,Адеметионин 400мг таблетки №30_Мирролла,Адеметионин 400мг таблетки №30,Адеметионин 400мг таблетки №30_Мирролла,1398.0,"ООО ""Мирролла""",Мирролла,3,apr,0,1.1669449081803005
378,451_2023-06-27,2023-06-27,Адеметионин,Адеметионин таблетки 400мг №20,Адеметионин таблетки 400мг №20_Велфарм,Адеметионин таблетки 400мг №20,Адеметионин таблетки 400мг №20_Велфарм,1102.0,"ООО ""Велфарм""",Велфарм,3,apr,0,0.995483288166215
40,98_2023-06-27,2023-06-27,Аджиколд,Аджиколд хотмикс пор. Апельсин пакетики №5,Аджиколд хотмикс пор. Апельсин пакетики №5_Аджио,Аджиколд хотмикс порошок для приготовления раствора для приема внутрь Апельсин пакетики №5,Аджиколд хотмикс порошок для приготовления раствора для приема внутрь Апельсин пакетики №5_Аджио,208.0,Agio Pharmaceuticals/ Аджио,Аджио,3,apr,0,1.1428571428571428
392,465_2023-06-27,2023-06-27,Адиарин,Адиарин Пробио капли флакон 8г,Адиарин Пробио капли флакон 8г_Ядран Галенски,Адиарин Пробио капли флакон 8г,Адиарин Пробио капли флакон 8г_Ядран Галенски,758.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,1.0160857908847185
563,638_2023-06-27,2023-06-27,Адреналина,"Адреналина гидрохлорид раствор для инъекций 0,1% ампулы 1мл №5","Адреналина гидрохлорид раствор для инъекций 0,1% ампулы 1мл №5_Московский эндокринный","Адреналина гидрохлорид раствор для инъекций 0,1% ампулы 1мл №5","Адреналина гидрохлорид раствор для инъекций 0,1% ампулы 1мл №5_Московский эндокринный",91.0,"ФГУП ""Московский эндокринный з-д""",Московский эндокринный,3,apr,0,0.978494623655914
278,345_2023-06-27,2023-06-27,Аква,Аква марис Беби спрей назальный флакон 150мл,Аква марис Беби спрей назальный флакон 150мл_Ядран Галенски,Аква марис Беби спрей назальный флакон 150мл,Аква марис Беби спрей назальный флакон 150мл_Ядран Галенски,623.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,1.0196399345335516
239,300_2023-06-27,2023-06-27,Аква,Аква марис Норм спрей назальный флакон 150мл,Аква марис Норм спрей назальный флакон 150мл_Ядран Галенски,Аква марис Норм спрей назальный флакон 150мл,Аква марис Норм спрей назальный флакон 150мл_Ядран Галенски,631.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,1.0429752066115703
615,692_2023-06-27,2023-06-27,Аква,Аква марис Норм спрей назальный флакон 50мл,Аква марис Норм спрей назальный флакон 50мл_Ядран Галенски,Аква марис Норм спрей назальный флакон 50мл,Аква марис Норм спрей назальный флакон 50мл_Ядран Галенски,450.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,1.0344827586206897
290,360_2023-06-27,2023-06-27,Аква,Аква марис Плюс спрей назальный флакон 30мл,Аква марис Плюс спрей назальный флакон 30мл_Ядран Галенски,Аква марис Плюс спрей назальный флакон 30мл,Аква марис Плюс спрей назальный флакон 30мл_Ядран Галенски,428.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,0.9490022172949002
283,352_2023-06-27,2023-06-27,Аква,Аква марис Спрей назальный флакон 30мл,Аква марис Спрей назальный флакон 30мл_Ядран Галенски,Аква марис Спрей назальный флакон 30мл,Аква марис Спрей назальный флакон 30мл_Ядран Галенски,394.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,0.9874686716791979
259,323_2023-06-27,2023-06-27,Аква,Аква марис Экстрасильный спрей назальный флакон 150мл,Аква марис Экстрасильный спрей назальный флакон 150мл_Ядран Галенски,Аква марис Экстрасильный спрей назальный флакон 150мл,Аква марис Экстрасильный спрей назальный флакон 150мл_Ядран Галенски,646.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,1.0625
294,365_2023-06-27,2023-06-27,Аква,Аква марис Эктоин спрей назальный флакон 20мл,Аква марис Эктоин спрей назальный флакон 20мл_Ядран Галенски,Аква марис Эктоин спрей назальный флакон 20мл,Аква марис Эктоин спрей назальный флакон 20мл_Ядран Галенски,714.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,1.0084745762711864
267,333_2023-06-27,2023-06-27,Аква,Аква марис капли назальные для детей флакон 10мл,Аква марис капли назальные для детей флакон 10мл_Ядран Галенски,Аква марис капли назальные для детей флакон 10мл,Аква марис капли назальные для детей флакон 10мл_Ядран Галенски,224.0,Jadran Galenski Laboratoriej d.d/ Ядран Галенски Лабораторий,Ядран Галенски,3,apr,0,1.0228310502283104
1055,1165_2023-06-27,2023-06-27,Аквалор,Аквалор Горло спрей Алоэ вера+Ромашка флакон 150мл,Аквалор Горло спрей Алоэ вера+Ромашка флакон 150мл_Нижфарм,Аквалор Горло спрей Алоэ вера+Ромашка флакон 150мл,Аквалор Горло спрей Алоэ вера+Ромашка флакон 150мл_Нижфарм,657.0,"ОАО ""Нижфарм""",Нижфарм,3,apr,0,1.0030534351145037
480,554_2023-06-27,2023-06-27,Акриол,"Акриол Про крем 2,5%+2,5% 5г","Акриол Про крем 2,5%+2,5% 5г_Акрихин","Акриол Про крем 2,5%+2,5% 5г","Акриол Про крем 2,5%+2,5% 5г_Акрихин",345.0,"АО ""Акрихин ХФК""",Акрихин,3,apr,0,1.042296072507553
1495,1761_2023-06-27,2023-06-27,Актовегин,Актовегин раствор для инъекций 40мг/мл ампулы 10мл №5,Актовегин раствор для инъекций 40мг/мл ампулы 10мл №5_Такеда,Актовегин раствор для инъекций 40мг/мл ампулы 10мл №5,Актовегин раствор для инъекций 40мг/мл ампулы 10мл №5_Такеда,1686.0,"ООО ""Такеда Фармасьютикалс""",Такеда,3,apr,0,0.9279031370390755
1496,1762_2023-06-27,2023-06-27,Актовегин,Актовегин раствор для инъекций 40мг/мл ампулы 2мл №25,Актовегин раствор для инъекций 40мг/мл ампулы 2мл №25_Никомед,Актовегин раствор для инъекций 40мг/мл ампулы 2мл №25,Актовегин раствор для инъекций 40мг/мл ампулы 2мл №25_Никомед,2090.0,Nycomed GmbH/ Никомед,Никомед,3,apr,0,1.0550227158001009
